id,activity_day,activity_hour,calories,total_intensity,average_intensity,step_total
1503960366,2016-04-18,12:00,118,40,0.67,1306
1503960366,2016-04-18,13:00,70,9,0.15,268
1503960366,2016-04-18,14:00,64,7,0.12,137
1503960366,2016-04-18,15:00,80,14,0.23,495
1503960366,2016-04-18,16:00,78,17,0.28,277
1503960366,2016-04-18,17:00,79,18,0.3,304
1503960366,2016-04-18,18:00,234,114,1.9,4074
1503960366,2016-04-18,19:00,157,30,0.5,2101
1503960366,2016-04-18,20:00,57,2,0.03,28
1503960366,2016-04-18,21:00,68,11,0.18,187
1503960366,2016-04-18,22:00,86,19,0.32,542
1503960366,2016-04-18,23:00,83,18,0.3,488
1503960366,2016-04-19,00:00,47,0,0.0,0
1503960366,2016-04-19,01:00,49,1,0.02,22
1503960366,2016-04-19,02:00,47,0,0.0,0
1503960366,2016-04-19,03:00,50,2,0.03,9
1503960366,2016-04-19,04:00,47,0,0.0,0
1503960366,2016-04-19,05:00,47,0,0.0,0
1503960366,2016-04-19,06:00,49,1,0.02,7
1503960366,2016-04-19,07:00,75,19,0.32,316
1503960366,2016-04-19,08:00,130,38,0.63,1656
1503960366,2016-04-19,09:00,79,16,0.27,367
1503960366,2016-04-19,10:00,75,16,0.27,203
1503960366,2016-04-19,11:00,72,13,0.22,194
1503960366,2016-04-19,12:00,143,61,1.02,1887
1503960366,2016-04-19,13:00,171,65,1.08,2697
1503960366,2016-04-19,14:00,76,12,0.2,409
1503960366,2016-04-19,15:00,72,12,0.2,299
1503960366,2016-04-19,16:00,71,9,0.15,297
1503960366,2016-04-19,17:00,90,13,0.22,732
1503960366,2016-04-19,18:00,120,30,0.5,1280
1503960366,2016-04-19,19:00,93,31,0.52,397
1503960366,2016-04-19,20:00,159,69,1.15,2487
1503960366,2016-04-19,21:00,94,16,0.27,826
1503960366,2016-04-19,22:00,58,4,0.07,52
1503960366,2016-04-19,23:00,120,48,0.8,1369
1503960366,2016-04-20,00:00,54,2,0.03,16
1503960366,2016-04-20,01:00,53,2,0.03,36
1503960366,2016-04-20,02:00,47,0,0.0,0
1503960366,2016-04-20,03:00,48,0,0.0,0
1503960366,2016-04-20,04:00,48,0,0.0,0
1503960366,2016-04-20,05:00,47,0,0.0,0
1503960366,2016-04-20,06:00,48,0,0.0,0
1503960366,2016-04-20,07:00,51,3,0.05,29
1503960366,2016-04-20,08:00,70,14,0.23,264
1503960366,2016-04-20,09:00,144,50,0.83,1993
1503960366,2016-04-20,10:00,79,13,0.22,459
1503960366,2016-04-20,11:00,58,1,0.02,65
1503960366,2016-04-20,12:00,64,8,0.13,185
1503960366,2016-04-20,13:00,61,5,0.08,64
1503960366,2016-04-20,14:00,113,39,0.65,1270
1503960366,2016-04-20,15:00,97,21,0.35,797
1503960366,2016-04-20,16:00,70,11,0.18,261
1503960366,2016-04-20,17:00,57,2,0.03,13
1503960366,2016-04-20,18:00,114,32,0.53,1308
1503960366,2016-04-20,19:00,117,36,0.6,1558
1503960366,2016-04-20,20:00,80,12,0.2,499
1503960366,2016-04-20,21:00,83,22,0.37,395
1503960366,2016-04-20,22:00,62,7,0.12,77
1503960366,2016-04-20,23:00,120,33,0.55,1255
1503960366,2016-04-21,00:00,54,2,0.03,17
1503960366,2016-04-21,01:00,61,8,0.13,129
1503960366,2016-04-21,02:00,55,5,0.08,81
1503960366,2016-04-21,03:00,48,0,0.0,0
1503960366,2016-04-21,04:00,47,0,0.0,0
1503960366,2016-04-21,05:00,47,0,0.0,0
1503960366,2016-04-21,06:00,48,0,0.0,0
1503960366,2016-04-21,07:00,52,3,0.05,38
1503960366,2016-04-21,08:00,71,15,0.25,245
1503960366,2016-04-21,09:00,133,26,0.43,1672
1503960366,2016-04-21,10:00,77,16,0.27,255
1503960366,2016-04-21,11:00,55,0,0.0,0
1503960366,2016-04-21,12:00,73,11,0.18,384
1503960366,2016-04-21,13:00,113,25,0.42,1140
1503960366,2016-04-21,14:00,58,2,0.03,12
1503960366,2016-04-21,15:00,68,8,0.13,213
1503960366,2016-04-21,16:00,60,4,0.07,26
1503960366,2016-04-21,17:00,60,5,0.08,96
1503960366,2016-04-21,18:00,69,9,0.15,213
1503960366,2016-04-21,19:00,64,8,0.13,100
1503960366,2016-04-21,20:00,213,92,1.53,3541
1503960366,2016-04-21,21:00,104,21,0.35,970
1503960366,2016-04-21,22:00,63,9,0.15,89
1503960366,2016-04-21,23:00,84,15,0.25,598
1503960366,2016-04-22,00:00,47,0,0.0,0
1503960366,2016-04-22,01:00,47,0,0.0,0
1503960366,2016-04-22,02:00,47,0,0.0,0
1503960366,2016-04-22,03:00,47,0,0.0,0
1503960366,2016-04-22,04:00,47,0,0.0,0
1503960366,2016-04-22,05:00,47,0,0.0,0
1503960366,2016-04-22,06:00,47,0,0.0,0
1503960366,2016-04-22,07:00,47,0,0.0,0
1503960366,2016-04-22,08:00,47,0,0.0,0
1503960366,2016-04-22,09:00,65,13,0.22,192
1503960366,2016-04-22,10:00,54,2,0.03,29
1503960366,2016-04-22,11:00,102,34,0.57,958
1503960366,2016-04-22,12:00,57,2,0.03,38
1503960366,2016-04-22,13:00,60,4,0.07,118
1503960366,2016-04-22,14:00,54,0,0.0,0
1503960366,2016-04-22,15:00,66,10,0.17,180
1503960366,2016-04-22,16:00,58,4,0.07,22
1503960366,2016-04-22,17:00,104,18,0.3,1041
1503960366,2016-04-22,18:00,87,23,0.38,514
1503960366,2016-04-22,19:00,82,16,0.27,629
1503960366,2016-04-22,20:00,71,13,0.22,329
1503960366,2016-04-22,21:00,311,159,2.65,5934
1503960366,2016-04-22,22:00,95,30,0.5,855
1503960366,2016-04-22,23:00,136,54,0.9,1925
1503960366,2016-04-23,00:00,63,9,0.15,182
1503960366,2016-04-23,01:00,47,0,0.0,0
1503960366,2016-04-23,02:00,49,1,0.02,11
1503960366,2016-04-23,03:00,47,0,0.0,0
1503960366,2016-04-23,04:00,47,0,0.0,0
1503960366,2016-04-23,05:00,48,0,0.0,0
1503960366,2016-04-23,06:00,50,2,0.03,12
1503960366,2016-04-23,07:00,48,0,0.0,0
1503960366,2016-04-23,08:00,59,8,0.13,127
1503960366,2016-04-23,09:00,75,17,0.28,285
1503960366,2016-04-23,10:00,56,4,0.07,49
1503960366,2016-04-23,11:00,84,11,0.18,703
1503960366,2016-04-23,12:00,129,49,0.82,1597
1503960366,2016-04-23,13:00,129,51,0.85,1453
1503960366,2016-04-23,14:00,78,20,0.33,202
1503960366,2016-04-23,15:00,73,15,0.25,158
1503960366,2016-04-23,16:00,140,52,0.87,2008
1503960366,2016-04-23,17:00,121,26,0.43,1472
1503960366,2016-04-23,18:00,173,66,1.1,2569
1503960366,2016-04-23,19:00,51,2,0.03,29
1503960366,2016-04-23,20:00,63,9,0.15,142
1503960366,2016-04-23,21:00,162,54,0.9,2432
1503960366,2016-04-23,22:00,96,25,0.42,709
1503960366,2016-04-23,23:00,60,6,0.1,231
1503960366,2016-04-24,00:00,66,10,0.17,141
1503960366,2016-04-24,01:00,54,2,0.03,42
1503960366,2016-04-24,02:00,48,0,0.0,0
1503960366,2016-04-24,03:00,48,0,0.0,0
1503960366,2016-04-24,04:00,49,1,0.02,8
1503960366,2016-04-24,05:00,48,0,0.0,0
1503960366,2016-04-24,06:00,49,1,0.02,7
1503960366,2016-04-24,07:00,47,0,0.0,0
1503960366,2016-04-24,08:00,49,1,0.02,8
1503960366,2016-04-24,09:00,59,8,0.13,76
1503960366,2016-04-24,10:00,90,26,0.43,492
1503960366,2016-04-24,11:00,67,12,0.2,149
1503960366,2016-04-24,12:00,82,12,0.2,548
1503960366,2016-04-24,13:00,74,12,0.2,394
1503960366,2016-04-24,14:00,52,1,0.02,26
1503960366,2016-04-24,15:00,52,2,0.03,27
1503960366,2016-04-24,16:00,102,29,0.48,885
1503960366,2016-04-24,17:00,86,25,0.42,411
1503960366,2016-04-24,18:00,115,40,0.67,911
1503960366,2016-04-24,19:00,270,131,2.18,4871
1503960366,2016-04-24,20:00,76,18,0.3,342
1503960366,2016-04-24,21:00,74,17,0.28,244
1503960366,2016-04-24,22:00,61,7,0.12,66
1503960366,2016-04-24,23:00,72,10,0.17,391
1503960366,2016-04-25,00:00,62,8,0.13,95
1503960366,2016-04-25,01:00,53,3,0.05,22
1503960366,2016-04-25,02:00,57,6,0.1,97
1503960366,2016-04-25,03:00,47,0,0.0,0
1503960366,2016-04-25,04:00,50,2,0.03,25
1503960366,2016-04-25,05:00,49,1,0.02,4
1503960366,2016-04-25,06:00,47,0,0.0,0
1503960366,2016-04-25,07:00,52,3,0.05,44
1503960366,2016-04-25,08:00,83,22,0.37,426
1503960366,2016-04-25,09:00,146,46,0.77,2041
1503960366,2016-04-25,10:00,73,12,0.2,258
1503960366,2016-04-25,11:00,121,24,0.4,1468
1503960366,2016-04-25,12:00,92,19,0.32,707
1503960366,2016-04-25,13:00,75,13,0.22,299
1503960366,2016-04-25,14:00,62,5,0.08,94
1503960366,2016-04-25,15:00,76,13,0.22,359
1503960366,2016-04-25,16:00,71,10,0.17,263
1503960366,2016-04-25,17:00,67,8,0.13,188
1503960366,2016-04-25,18:00,61,6,0.1,116
1503960366,2016-04-25,19:00,182,86,1.43,2815
1503960366,2016-04-25,20:00,95,30,0.5,895
1503960366,2016-04-25,21:00,267,132,2.2,4895
1503960366,2016-04-25,22:00,68,11,0.18,188
1503960366,2016-04-25,23:00,54,3,0.05,56
1503960366,2016-04-26,00:00,56,4,0.07,101
1503960366,2016-04-26,01:00,66,11,0.18,178
1503960366,2016-04-26,02:00,51,0,0.0,0
1503960366,2016-04-26,03:00,64,11,0.18,145
1503960366,2016-04-26,04:00,48,0,0.0,0
1503960366,2016-04-26,05:00,49,1,0.02,7
1503960366,2016-04-26,06:00,48,0,0.0,0
1503960366,2016-04-26,07:00,52,3,0.05,28
1503960366,2016-04-26,08:00,67,13,0.22,173
1503960366,2016-04-26,09:00,139,31,0.52,1826
1503960366,2016-04-26,10:00,92,22,0.37,666
1503960366,2016-04-26,11:00,78,17,0.28,266
1503960366,2016-04-26,12:00,74,10,0.17,415
1503960366,2016-04-26,13:00,126,42,0.7,1571
1503960366,2016-04-26,14:00,142,60,1.0,1998
1503960366,2016-04-26,15:00,74,9,0.15,323
1503960366,2016-04-26,16:00,93,22,0.37,697
1503960366,2016-04-26,17:00,60,5,0.08,143
1503960366,2016-04-26,18:00,169,72,1.2,2513
1503960366,2016-04-26,19:00,73,15,0.25,148
1503960366,2016-04-26,20:00,127,26,0.43,1649
1503960366,2016-04-26,21:00,79,14,0.23,450
1503960366,2016-04-26,22:00,66,9,0.15,148
1503960366,2016-04-26,23:00,80,21,0.35,310
1503960366,2016-04-27,00:00,68,10,0.17,277
1503960366,2016-04-27,01:00,59,5,0.08,60
1503960366,2016-04-27,02:00,53,2,0.03,17
1503960366,2016-04-27,03:00,47,0,0.0,0
1503960366,2016-04-27,04:00,47,0,0.0,0
1503960366,2016-04-27,05:00,47,0,0.0,0
1503960366,2016-04-27,06:00,47,0,0.0,0
1503960366,2016-04-27,07:00,47,0,0.0,0
1503960366,2016-04-27,08:00,47,0,0.0,0
1503960366,2016-04-27,09:00,149,33,0.55,1916
1503960366,2016-04-27,10:00,93,27,0.45,502
1503960366,2016-04-27,11:00,100,23,0.38,797
1503960366,2016-04-27,12:00,89,12,0.2,701
1503960366,2016-04-27,13:00,76,13,0.22,319
1503960366,2016-04-27,14:00,150,35,0.58,1932
1503960366,2016-04-27,15:00,63,6,0.1,59
1503960366,2016-04-27,16:00,64,7,0.12,98
1503960366,2016-04-27,17:00,73,13,0.22,261
1503960366,2016-04-27,18:00,178,73,1.22,2714
1503960366,2016-04-27,19:00,318,150,2.5,5786
1503960366,2016-04-27,20:00,174,70,1.17,2420
1503960366,2016-04-27,21:00,76,20,0.33,266
1503960366,2016-04-27,22:00,47,0,0.0,0
1503960366,2016-04-27,23:00,47,0,0.0,0
1503960366,2016-04-28,00:00,47,0,0.0,0
1503960366,2016-04-28,01:00,62,10,0.17,127
1503960366,2016-04-28,02:00,48,0,0.0,0
1503960366,2016-04-28,03:00,47,0,0.0,0
1503960366,2016-04-28,04:00,48,0,0.0,0
1503960366,2016-04-28,05:00,47,0,0.0,0
1503960366,2016-04-28,06:00,48,0,0.0,0
1503960366,2016-04-28,07:00,49,1,0.02,14
1503960366,2016-04-28,08:00,63,11,0.18,128
1503960366,2016-04-28,09:00,116,38,0.63,1192
1503960366,2016-04-28,10:00,105,19,0.32,987
1503960366,2016-04-28,11:00,73,10,0.17,288
1503960366,2016-04-28,12:00,78,16,0.27,317
1503960366,2016-04-28,13:00,108,33,0.55,1144
1503960366,2016-04-28,14:00,124,47,0.78,1512
1503960366,2016-04-28,15:00,61,5,0.08,115
1503960366,2016-04-28,16:00,81,10,0.17,554
1503960366,2016-04-28,17:00,72,11,0.18,235
1503960366,2016-04-28,18:00,138,56,0.93,1829
1503960366,2016-04-28,19:00,56,1,0.02,13
1503960366,2016-04-28,20:00,151,50,0.83,2122
1503960366,2016-04-28,21:00,103,21,0.35,986
1503960366,2016-04-28,22:00,55,2,0.03,16
1503960366,2016-04-28,23:00,121,48,0.8,1512
1503960366,2016-04-29,00:00,65,9,0.15,202
1503960366,2016-04-29,01:00,49,0,0.0,0
1503960366,2016-04-29,02:00,54,4,0.07,71
1503960366,2016-04-29,03:00,47,0,0.0,0
1503960366,2016-04-29,04:00,47,0,0.0,0
1503960366,2016-04-29,05:00,48,0,0.0,0
1503960366,2016-04-29,06:00,47,0,0.0,0
1503960366,2016-04-29,07:00,52,3,0.05,27
1503960366,2016-04-29,08:00,67,13,0.22,201
1503960366,2016-04-29,09:00,142,33,0.55,1820
1503960366,2016-04-29,10:00,60,4,0.07,44
1503960366,2016-04-29,11:00,60,4,0.07,104
1503960366,2016-04-29,12:00,65,6,0.1,214
1503960366,2016-04-29,13:00,62,6,0.1,41
1503960366,2016-04-29,14:00,136,56,0.93,1711
1503960366,2016-04-29,15:00,110,23,0.38,1076
1503960366,2016-04-29,16:00,73,10,0.17,285
1503960366,2016-04-29,17:00,75,9,0.15,380
1503960366,2016-04-29,18:00,60,5,0.08,118
1503960366,2016-04-29,19:00,71,11,0.18,267
1503960366,2016-04-29,20:00,80,16,0.27,386
1503960366,2016-04-29,21:00,118,20,0.33,1366
1503960366,2016-04-29,22:00,111,27,0.45,1111
1503960366,2016-04-29,23:00,140,56,0.93,1757
1503960366,2016-04-30,00:00,51,1,0.02,19
1503960366,2016-04-30,01:00,57,7,0.12,65
1503960366,2016-04-30,02:00,47,0,0.0,0
1503960366,2016-04-30,03:00,49,1,0.02,6
1503960366,2016-04-30,04:00,47,0,0.0,0
1503960366,2016-04-30,05:00,48,0,0.0,0
1503960366,2016-04-30,06:00,48,0,0.0,0
1503960366,2016-04-30,07:00,48,0,0.0,0
1503960366,2016-04-30,08:00,52,3,0.05,60
1503960366,2016-04-30,09:00,64,11,0.18,148
1503960366,2016-04-30,10:00,72,17,0.28,239
1503960366,2016-04-30,11:00,62,7,0.12,127
1503960366,2016-04-30,12:00,58,4,0.07,92
1503960366,2016-04-30,13:00,65,11,0.18,141
1503960366,2016-04-30,14:00,85,22,0.37,520
1503960366,2016-04-30,15:00,94,26,0.43,993
1503960366,2016-04-30,16:00,203,99,1.65,3388
1503960366,2016-04-30,17:00,160,55,0.92,2176
1503960366,2016-04-30,18:00,159,71,1.18,2319
1503960366,2016-04-30,19:00,60,4,0.07,92
1503960366,2016-04-30,20:00,62,5,0.08,117
1503960366,2016-04-30,21:00,96,22,0.37,840
1503960366,2016-04-30,22:00,144,47,0.78,2139
1503960366,2016-04-30,23:00,116,28,0.47,1192
1503960366,2016-05-01,00:00,64,9,0.15,247
1503960366,2016-05-01,01:00,60,8,0.13,59
1503960366,2016-05-01,02:00,50,2,0.03,36
1503960366,2016-05-01,03:00,48,1,0.02,4
1503960366,2016-05-01,04:00,47,0,0.0,0
1503960366,2016-05-01,05:00,48,0,0.0,0
1503960366,2016-05-01,06:00,47,0,0.0,0
1503960366,2016-05-01,07:00,52,3,0.05,41
1503960366,2016-05-01,08:00,56,6,0.1,94
1503960366,2016-05-01,09:00,67,12,0.2,198
1503960366,2016-05-01,10:00,61,6,0.1,146
1503960366,2016-05-01,11:00,65,10,0.17,103
1503960366,2016-05-01,12:00,66,10,0.17,130
1503960366,2016-05-01,13:00,57,5,0.08,85
1503960366,2016-05-01,14:00,91,25,0.42,540
1503960366,2016-05-01,15:00,81,21,0.35,294
1503960366,2016-05-01,16:00,97,23,0.38,823
1503960366,2016-05-01,17:00,108,33,0.55,1053
1503960366,2016-05-01,18:00,159,70,1.17,2007
1503960366,2016-05-01,19:00,71,14,0.23,177
1503960366,2016-05-01,20:00,59,6,0.1,93
1503960366,2016-05-01,21:00,86,25,0.42,363
1503960366,2016-05-01,22:00,127,50,0.83,1552
1503960366,2016-05-01,23:00,161,76,1.27,2557
1503960366,2016-05-02,00:00,50,0,0.0,0
1503960366,2016-05-02,01:00,59,7,0.12,119
1503960366,2016-05-02,02:00,47,0,0.0,0
1503960366,2016-05-02,03:00,49,1,0.02,21
1503960366,2016-05-02,04:00,47,0,0.0,0
1503960366,2016-05-02,05:00,47,0,0.0,0
1503960366,2016-05-02,06:00,47,0,0.0,0
1503960366,2016-05-02,07:00,51,3,0.05,28
1503960366,2016-05-02,08:00,68,12,0.2,245
1503960366,2016-05-02,09:00,142,30,0.5,1690
1503960366,2016-05-02,10:00,82,19,0.32,369
1503960366,2016-05-02,11:00,78,16,0.27,384
1503960366,2016-05-02,12:00,153,64,1.07,2116
1503960366,2016-05-02,13:00,107,21,0.35,1064
1503960366,2016-05-02,14:00,75,13,0.22,355
1503960366,2016-05-02,15:00,76,11,0.18,418
1503960366,2016-05-02,16:00,88,24,0.4,420
1503960366,2016-05-02,17:00,73,12,0.2,340
1503960366,2016-05-02,18:00,68,9,0.15,227
1503960366,2016-05-02,19:00,73,13,0.22,235
1503960366,2016-05-02,20:00,231,105,1.75,3903
1503960366,2016-05-02,21:00,119,25,0.42,1427
1503960366,2016-05-02,22:00,106,28,0.47,945
1503960366,2016-05-02,23:00,80,17,0.28,404
1503960366,2016-05-03,00:00,54,3,0.05,55
1503960366,2016-05-03,01:00,58,6,0.1,79
1503960366,2016-05-03,02:00,49,1,0.02,20
1503960366,2016-05-03,03:00,57,5,0.08,110
1503960366,2016-05-03,04:00,47,0,0.0,0
1503960366,2016-05-03,05:00,47,0,0.0,0
1503960366,2016-05-03,06:00,50,2,0.03,16
1503960366,2016-05-03,07:00,51,3,0.05,23
1503960366,2016-05-03,08:00,64,11,0.18,158
1503960366,2016-05-03,09:00,114,24,0.4,1391
1503960366,2016-05-03,10:00,99,25,0.42,955
1503960366,2016-05-03,11:00,74,12,0.2,297
1503960366,2016-05-03,12:00,81,17,0.28,396
1503960366,2016-05-03,13:00,83,23,0.38,309
1503960366,2016-05-03,14:00,88,26,0.43,384
1503960366,2016-05-03,15:00,136,46,0.77,1719
1503960366,2016-05-03,16:00,103,33,0.55,870
1503960366,2016-05-03,17:00,89,18,0.3,690
1503960366,2016-05-03,18:00,191,86,1.43,3119
1503960366,2016-05-03,19:00,58,5,0.08,140
1503960366,2016-05-03,20:00,50,1,0.02,6
1503960366,2016-05-03,21:00,109,37,0.62,1333
1503960366,2016-05-03,22:00,163,58,0.97,2549
1503960366,2016-05-03,23:00,77,10,0.17,484
1503960366,2016-05-04,00:00,79,17,0.28,400
1503960366,2016-05-04,01:00,53,2,0.03,18
1503960366,2016-05-04,02:00,47,0,0.0,0
1503960366,2016-05-04,03:00,47,0,0.0,0
